Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won,VenueType,Winner Rubber 1,Winner Rubber 2,Winner Rubber 3,Winner Rubber 4,Winner Rubber 5
Vitality Squash 1,Smart Squash 1,HK Squash Centre,7,14/11/2025,0-5,"['1-3', '0-3', 'CR', 'CR', 'CR']",0,5,1,15,home,Smart Squash 1,Smart Squash 1,,,
TNG 1,Happy Squash 3,Cornwall Street Squash Centre,7,14/11/2025,1-4,"['3-0', '0-3', '0-3', 'CR', 'CR']",1,4,3,12,home,TNG 1,Happy Squash 3,Happy Squash 3,,
Fusion Squash Club 2,X-Alpha 4,HK Squash Centre,7,14/11/2025,0-5,"['CR', 'CR', 'CR', 'CR', 'CR']",0,5,0,15,home,,,,,
Smart Squash 1,Fusion Squash Club 2,Cornwall Street Squash Centre,8,21/11/2025,3-2,"['3-0', '1-3', '1-3', '3-0', '3-1']",3,2,11,7,home,Smart Squash 1,Fusion Squash Club 2,Fusion Squash Club 2,Smart Squash 1,Smart Squash 1
X-Alpha 4,TNG 1,Cornwall Street Squash Centre,8,21/11/2025,4-1,"['3-0', '3-2', '0-3', '3-2', 'CR']",4,1,12,7,shared_home,X-Alpha 4,X-Alpha 4,TNG 1,X-Alpha 4,
Happy Squash 3,Vitality Squash 1,Wai Tsuen Sports Centre,8,21/11/2025,3-2,"['0-3', '0-3', 'WO', 'CR', 'CR']",3,2,9,6,home,Vitality Squash 1,Vitality Squash 1,,,
Happy Squash 3,Smart Squash 1,Wai Tsuen Sports Centre,9,28/11/2025,3-2,"['0-3', '1-3', '3-0', 'CR', 'CR']",3,2,10,6,home,Smart Squash 1,Smart Squash 1,Happy Squash 3,,
Vitality Squash 1,X-Alpha 4,Java Road Sports Centre,9,28/11/2025,1-4,"['3-2', '1-3', '0-3', 'CR', 'CR']",1,4,4,14,neutral,Vitality Squash 1,X-Alpha 4,X-Alpha 4,,
TNG 1,Fusion Squash Club 2,Cornwall Street Squash Centre,9,28/11/2025,5-0,"['CR', 'CR', 'CR', 'CR', 'CR']",5,0,15,0,home,,,,,
Smart Squash 1,TNG 1,Cornwall Street Squash Centre,10,12/12/2025,4-1,"['0-3', '3-0', '3-0', '3-0', 'CR']",4,1,12,3,shared_home,TNG 1,Smart Squash 1,Smart Squash 1,Smart Squash 1,
Fusion Squash Club 2,Vitality Squash 1,HK Squash Centre,10,12/12/2025,2-3,"['3-0', '3-0', 'CR', 'CR', 'CR']",2,3,6,9,shared_home,Fusion Squash Club 2,Fusion Squash Club 2,,,
X-Alpha 4,Happy Squash 3,Cornwall Street Squash Centre,10,12/12/2025,3-2,"['3-0', '3-0', '3-0', '1-3', '1-3']",3,2,11,6,home,X-Alpha 4,X-Alpha 4,X-Alpha 4,Happy Squash 3,Happy Squash 3
X-Alpha 4,Smart Squash 1,Pei Ho Street Sports Centre,11,19/12/2025,4-1,"['0-3', '3-2', '3-0', 'WO', 'CR']",4,1,12,5,neutral,Smart Squash 1,X-Alpha 4,X-Alpha 4,,
Fusion Squash Club 2,Happy Squash 3,Cornwall Street Squash Centre,11,19/12/2025,1-4,"['3-0', 'CR', 'CR', 'CR', 'CR']",1,4,3,12,neutral,Fusion Squash Club 2,,,,
TNG 1,Vitality Squash 1,Cornwall Street Squash Centre,11,19/12/2025,4-1,"['2-3', 'CR', 'CR', 'CR', 'CR']",4,1,14,3,home,Vitality Squash 1,,,,
Smart Squash 1,Vitality Squash 1,Cornwall Street Squash Centre,12,09/01/2026,4-1,"['0-3', '3-2', '3-0', 'CR', 'CR']",4,1,12,5,home,Vitality Squash 1,Smart Squash 1,Smart Squash 1,,
Happy Squash 3,TNG 1,Wai Tsuen Sports Centre,12,09/01/2026,2-3,"['1-3', '3-2', '3-1', '0-3', 'CR']",2,3,7,12,home,TNG 1,Happy Squash 3,Happy Squash 3,TNG 1,
X-Alpha 4,Fusion Squash Club 2,Pei Ho Street Sports Centre,12,09/01/2026,5-0,"['CR', 'CR', 'CR', 'CR', 'CR']",5,0,15,0,neutral,,,,,
Fusion Squash Club 2,Smart Squash 1,HK Squash Centre,13,16/01/2026,1-4,"['0-3', '3-0', '0-3', 'CR', 'CR']",1,4,3,12,home,Smart Squash 1,Fusion Squash Club 2,Smart Squash 1,,
TNG 1,X-Alpha 4,Cornwall Street Squash Centre,13,16/01/2026,1-4,"['0-3', '1-3', '1-3', '3-1', '0-3']",1,4,5,13,shared_home,X-Alpha 4,X-Alpha 4,X-Alpha 4,TNG 1,X-Alpha 4
Vitality Squash 1,Happy Squash 3,HK Squash Centre,13,16/01/2026,2-3,"['3-1', '3-1', '0-3', 'CR', 'CR']",2,3,6,11,home,Vitality Squash 1,Vitality Squash 1,Happy Squash 3,,
Smart Squash 1,Happy Squash 3,Cornwall Street Squash Centre,14,23/01/2026,3-2,"['3-1', '3-0', '0-3', '3-0', '0-3']",3,2,9,7,home,Smart Squash 1,Smart Squash 1,Happy Squash 3,Smart Squash 1,Happy Squash 3
X-Alpha 4,Vitality Squash 1,Pei Ho Street Sports Centre,14,23/01/2026,5-0,"['3-0', '3-0', '3-0', 'CR', 'CR']",5,0,15,0,neutral,X-Alpha 4,X-Alpha 4,X-Alpha 4,,
Fusion Squash Club 2,TNG 1,HK Squash Centre,14,23/01/2026,2-3,"['1-3', '1-3', '3-0', '0-3', 'CR']",2,3,5,12,home,TNG 1,TNG 1,Fusion Squash Club 2,TNG 1,
Vitality Squash 1,Fusion Squash Club 2,HK Squash Centre,15,30/01/2026,3-2,"['0-3', '3-0', '0-3', '3-2', 'CR']",3,2,9,8,shared_home,Fusion Squash Club 2,Vitality Squash 1,Fusion Squash Club 2,Vitality Squash 1,
Happy Squash 3,X-Alpha 4,Wai Tsuen Sports Centre,15,30/01/2026,1-4,"['0-3', '1-3', '1-3', '0-3', 'WO']",1,4,2,15,home,X-Alpha 4,X-Alpha 4,X-Alpha 4,X-Alpha 4,
