Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won,VenueType,Winner Rubber 1,Winner Rubber 2,Winner Rubber 3,Winner Rubber 4,Winner Rubber 5
North District Sports Association 1,Craigengower Cricket Club,Cornwall Street Squash Centre,11,19/12/2025,2-3,"['0-3', '0-3', '0-3', '3-0', '3-0']",2,3,6,9,neutral,Craigengower Cricket Club,Craigengower Cricket Club,Craigengower Cricket Club,North District Sports Association 1,North District Sports Association 1
The Squash Club 3,Squashathon SocGen,Pei Ho Street Sports Centre,11,19/12/2025,4-1,"['2-3', '3-0', '3-1', '3-0', 'CR']",4,1,14,4,home,Squashathon SocGen,The Squash Club 3,The Squash Club 3,The Squash Club 3,
Star River 2,X-Alpha 5,Kwun Chung Sports Centre,11,19/12/2025,1-4,"['0-3', '3-0', '0-3', '0-3', 'CR']",1,4,3,12,neutral,X-Alpha 5,Star River 2,X-Alpha 5,X-Alpha 5,
MM Squash,Arctic Circle,Cornwall Street Squash Centre,11,19/12/2025,1-4,"['3-1', '1-3', '0-3', '1-3', 'CR']",1,4,5,13,away,MM Squash,Arctic Circle,Arctic Circle,Arctic Circle,
Arctic Circle,Star River 2,Cornwall Street Squash Centre,12,09/01/2026,4-1,"['3-1', '3-0', '3-0', '3-0', '0-3']",4,1,12,4,shared_home,Arctic Circle,Arctic Circle,Arctic Circle,Arctic Circle,Star River 2
X-Alpha 5,The Squash Club 3,Tai Po Sports Ground,12,09/01/2026,4-1,"['3-0', '1-3', 'CR', 'CR', 'CR']",4,1,13,3,home,X-Alpha 5,The Squash Club 3,,,
Squashathon SocGen,North District Sports Association 1,HK Squash Centre,12,09/01/2026,0-5,"['0-3', '0-3', '0-3', '0-3', '0-3']",0,5,0,15,home,North District Sports Association 1,North District Sports Association 1,North District Sports Association 1,North District Sports Association 1,North District Sports Association 1
Greenfield,Craigengower Cricket Club,Cornwall Street Squash Centre,12,09/01/2026,1-4,"['0-3', '0-3', '0-3', '3-0', '0-3']",1,4,3,12,home,Craigengower Cricket Club,Craigengower Cricket Club,Craigengower Cricket Club,Greenfield,Craigengower Cricket Club
Greenfield,Squashathon SocGen,Cornwall Street Squash Centre,13,16/01/2026,4-1,"['3-1', '3-0', '3-0', '3-0', '0-3']",4,1,12,4,home,Greenfield,Greenfield,Greenfield,Greenfield,Squashathon SocGen
North District Sports Association 1,X-Alpha 5,Pei Ho Street Sports Centre,13,16/01/2026,2-3,"['2-3', '3-0', '1-3', '1-3', '3-0']",2,3,10,9,home,X-Alpha 5,North District Sports Association 1,X-Alpha 5,X-Alpha 5,North District Sports Association 1
The Squash Club 3,Arctic Circle,Pei Ho Street Sports Centre,13,16/01/2026,5-0,"['3-2', '3-0', '3-0', '3-1', '3-0']",5,0,15,3,home,The Squash Club 3,The Squash Club 3,The Squash Club 3,The Squash Club 3,The Squash Club 3
Star River 2,MM Squash,Kwun Chung Sports Centre,13,16/01/2026,2-3,"['0-3', '0-3', '0-3', '3-0', '3-0']",2,3,6,9,neutral,MM Squash,MM Squash,MM Squash,Star River 2,Star River 2
MM Squash,The Squash Club 3,HK Squash Centre,14,23/01/2026,2-3,"['3-0', '1-3', '1-3', '1-3', 'CR']",2,3,6,12,home,MM Squash,The Squash Club 3,The Squash Club 3,The Squash Club 3,
Arctic Circle,North District Sports Association 1,Cornwall Street Squash Centre,14,23/01/2026,2-3,"['3-0', '3-0', '0-3', '1-3', '0-3']",2,3,7,9,home,Arctic Circle,Arctic Circle,North District Sports Association 1,North District Sports Association 1,North District Sports Association 1
Greenfield,X-Alpha 5,Cornwall Street Squash Centre,14,23/01/2026,2-3,"['3-2', '3-0', '0-3', '0-3', '1-3']",2,3,7,11,home,Greenfield,Greenfield,X-Alpha 5,X-Alpha 5,X-Alpha 5
Squashathon SocGen,Craigengower Cricket Club,HK Squash Centre,14,23/01/2026,0-5,"['0-3', '0-3', 'CR', 'CR', 'CR']",0,5,0,15,home,Craigengower Cricket Club,Craigengower Cricket Club,,,
